Algorithm,Professor_ID,Professor_Name,Title,Department,Years_Experience,Teaching_Hours,Research_Hours,Admin_Hours,Total_Hours,Contracted_Hours,Load_Percentage,Min_Teaching_Required,Max_Teaching_Allowed,Meets_Minimum,Within_Limits,Assigned_Courses,Num_Courses
Genetic Algorithm,P014,Sharon Turner,Lecturer,Communication Studies,1,5.611111111111112,10.900781351856356,3.442103383014757,19.953995845982224,40.0,32.733258274212815,11.790673070137387,17.141926612089,False,True,MATH102 (33.3%),1
Genetic Algorithm,P015,Mark Edwards,Assistant Professor,Biology,8,17.166666666666668,10.40920955668976,2.38199557295081,29.957871796307238,40.0,89.41784696282448,11.175596434557752,19.19825543753443,True,True,BIO201 (100.0%),1
Genetic Algorithm,P016,Emily Scott,Associate Professor,History,15,8.233333333333334,8.338841302801036,8.960297400451136,25.532472036585506,40.0,44.44302154062936,11.992602391092197,18.525593103084823,False,True,MATH501 (50.0%),1
Genetic Algorithm,P017,Michelle Smith,Associate Professor,Public Health,14,7.25,12.022910291595,8.945693019355108,28.218603310950108,40.0,31.09731744625432,10.072408531696066,23.313908064675413,False,True,CS101 (50.0%),1
Genetic Algorithm,P018,Carol Lee,Lecturer,Geology,4,14.866666666666665,11.447422154780325,9.059645847348744,35.373734668795734,40.0,66.74124736610679,11.055427056647956,22.27508063359392,True,True,BUS401 (100.0%),1
Genetic Algorithm,P019,Betty Diaz,Professor,Psychology,20,9.466666666666667,11.87344081355716,9.658699169547509,30.99880664977134,40.0,53.213224462645634,9.193996644761176,17.790063959217566,True,True,PSYCH101 (100.0%),1
Genetic Algorithm,P020,Emily Scott,Professor,Psychology,23,20.0,9.48959255302454,7.892943163938056,37.38253571696259,40.0,87.30697709153284,10.271124889683758,22.907676644252557,True,True,BME301 (100.0%),1
Genetic Algorithm,P021,Karen Ramirez,Assistant Professor,Political Science,6,7.466666666666667,14.151776500667863,8.126621463389693,29.745064630724222,40.0,30.12777463017987,10.583523272388652,24.78333284924101,False,True,CS602 (50.0%),1
Genetic Algorithm,P022,Carol Baker,Assistant Professor,History,8,7.25,10.039965164860291,4.6421039489928395,21.93206911385313,40.0,45.913088147774396,9.799147303316992,15.790704333948051,False,True,CS101 (50.0%),1
Genetic Algorithm,P023,Susan Lopez,Lecturer,Biochemistry,1,7.4,12.25769988010189,5.290708065739332,24.948407945841222,40.0,48.78929536288802,10.888770886502884,15.1672614760263,False,True,MATH202 (50.0%),1
Genetic Algorithm,P024,Edward Gonzalez,Lecturer,Philosophy,3,6.500000000000001,14.17733923307752,4.36303584564061,25.04037507871813,40.0,37.21836189950991,8.294026734889686,17.464497813068967,False,True,CS401 (33.3%),1
Genetic Algorithm,P025,Kimberly Hall,Assistant Professor,Pharmacy,8,9.733333333333334,10.021453479448732,3.2331458756468523,22.987932688428916,40.0,50.61199026011592,9.507963272153292,19.231279551169035,True,True,BUS201 (100.0%),1
Genetic Algorithm,P026,Kimberly King,Lecturer,Sociology,4,9.433333333333334,10.098827163618889,8.901092379658458,28.43325287661068,40.0,46.52198776465622,10.556434342664602,20.277150196277827,False,True,SOC101 (100.0%),1
Genetic Algorithm,P027,Michelle Garcia,Professor,Chemical Engineering,20,19.0,12.310148368381103,4.589228926837453,35.89937729521856,40.0,86.2047937744923,9.157332973859774,22.040537617551884,True,True,ME301 (100.0%),1
Genetic Algorithm,P028,Sandra Collins,Professor,Geology,23,20.6,10.748593200272861,2.9647502892109694,34.313343489483835,40.0,87.27555116441553,10.776124004488445,23.603402929180408,True,True,PHYS102 (100.0%),1
Genetic Algorithm,P029,Jonathan Thomas,Assistant Professor,Electrical Engineering,10,18.5,13.589407052843931,7.839667019452332,39.92907407229626,40.0,78.84189808771424,8.231623776092523,23.464681151407763,True,True,CHE201 (100.0%),1
Genetic Algorithm,P030,Edward Hernandez,Professor,Computer Science & Engineering,21,12.866666666666667,14.716592055169393,9.0175889140126,36.60084763584866,40.0,52.49578860184655,8.00584816214231,24.509902621434435,True,True,CS402 (50.0%); CS803 (100.0%),2
Genetic Algorithm,P031,Stephen Nguyen,Assistant Professor,Environmental Science,11,6.083333333333333,8.980221274059792,9.538245288192922,24.601799895586048,40.0,39.231171341588535,11.696526902135735,15.506377009152562,False,True,MATH301 (50.0%),1
Genetic Algorithm,P032,Adam Watson,Associate Professor,Pharmacy,19,7.466666666666667,13.637570733858592,3.1332213148097097,24.237458715334967,40.0,46.35030866048224,10.105179514308857,16.10920591998703,False,True,CS602 (50.0%),1
Genetic Algorithm,P033,Deborah Campbell,Assistant Professor,History,6,20.333333333333332,8.428445941284764,4.64875663551989,33.41053591013799,40.0,82.17485576867786,9.637119463002584,24.743984206764715,True,True,CHEM101 (100.0%),1
Genetic Algorithm,P034,Laura Harris,Associate Professor,Computer Science & Engineering,14,16.066666666666666,9.197138556730732,6.532751416440852,31.79655663983825,40.0,77.14430032335825,11.859326658834515,20.826770868776546,True,True,BUS501 (100.0%),1
Genetic Algorithm,P035,Patrick Rodriguez,Associate Professor,Biomedical Engineering,17,20.0,8.160418859996195,8.242429314085147,36.40284817408134,40.0,88.20003764116302,8.035591944280183,22.675727284118512,True,True,ME101 (100.0%),1
Genetic Algorithm,P036,Jennifer James,Associate Professor,Chemistry,17,8.033333333333333,8.958527497500043,7.445582114557577,24.437442945390952,40.0,39.576219068706955,9.652429016055525,20.298385046299977,False,True,CS502 (50.0%),1
Genetic Algorithm,P037,Sandra Nguyen,Associate Professor,Geology,14,14.0,13.293316608725776,7.299863727111174,34.59318033583695,40.0,79.09706633026701,10.422537347696016,17.69977149537189,True,True,BUS202 (100.0%),1
Genetic Algorithm,P038,David Robinson,Professor,Mathematics & Statistics,23,12.2,14.946658174868158,6.198543296309037,33.34520147117719,40.0,54.376317157064314,10.895094173103937,22.436238123226836,True,True,BUS402 (100.0%),1
Genetic Algorithm,P039,Henry Gonzalez,Associate Professor,Mathematics & Statistics,16,19.666666666666664,8.034701021335383,7.889711442504621,35.59107913050667,40.0,95.78421233845313,9.73124151941586,20.532263289042433,True,True,MATH401 (100.0%); MATH703 (100.0%),2
Genetic Algorithm,P040,Edward Scott,Professor,Biology,20,18.0,14.950799690540128,8.883557907945995,41.83435759848612,40.0,92.63720265203828,8.90219399069209,19.430638539044818,True,True,CHEM201 (100.0%),1
Genetic Algorithm,P041,Ryan Brooks,Associate Professor,Geology,18,7.4,14.629989367886953,9.02909785367393,31.059087221560887,40.0,33.01544759310192,9.74095105071548,22.41375034862807,False,True,MATH202 (50.0%),1
Genetic Algorithm,P042,Adam Campbell,Assistant Professor,Economics,11,5.711111111111111,11.8868898421911,4.626768625756647,22.224769579058858,40.0,26.447403275507593,10.773832517390549,21.594222508793735,False,True,CS805 (33.3%),1
Genetic Algorithm,P043,Charles Mitchell,Associate Professor,Philosophy,19,7.833333333333333,13.2266923724548,8.683752541413156,29.743778247201288,40.0,38.843047803550014,9.505315124174182,20.16662897553939,False,True,CS102 (50.0%),1
Genetic Algorithm,P044,Kimberly Clark,Professor,Mathematics & Statistics,25,21.333333333333332,11.04989196959244,6.712384689129652,39.09560999205542,40.0,95.17886159638037,11.046156908189968,22.41394042282245,True,True,MATH302 (100.0%); MATH701 (100.0%),2
Genetic Algorithm,P045,Nancy Wright,Associate Professor,Computer Science & Engineering,12,8.033333333333333,13.357296371170468,5.243607734804163,26.634237439307967,40.0,47.246275815669286,8.061466089991496,17.003103831242225,False,True,CS502 (50.0%),1
Genetic Algorithm,P046,Betty Mendoza,Assistant Professor,Public Health,8,11.233333333333333,14.001355086366248,3.025967601188908,28.26065602088849,40.0,55.453111449352136,9.692703469941618,20.257354438250506,True,True,BUS502 (100.0%),1
Genetic Algorithm,P047,Frank Martinez,Lecturer,History,3,10.366666666666665,9.29599591157588,3.825743515102986,23.48840609334553,40.0,57.05757506893915,9.16542541117768,18.16878241695561,True,True,HIST201 (100.0%),1
Genetic Algorithm,P048,Kimberly Brooks,Associate Professor,Philosophy,14,4.583333333333333,13.002584114048588,6.132880494865077,23.718797942246997,40.0,19.92789085901538,10.452864879595486,22.99959070309657,False,True,BUS101 (50.0%),1
Genetic Algorithm,P049,Nancy Morgan,Lecturer,Geology,2,7.833333333333333,10.844141402517252,3.231347483475693,21.908822219326275,40.0,38.467456674455,8.429566625530345,20.363533257802295,False,True,CS102 (50.0%),1
Genetic Algorithm,P050,Sandra Young,Associate Professor,Chemical Engineering,18,20.6,11.082648705807948,3.544955582987786,35.22760428879573,40.0,95.50848121768809,10.280110675851256,21.56876513725244,True,True,EE101 (100.0%),1
Genetic Algorithm,P051,Charles Reyes,Assistant Professor,Biochemistry,10,11.600000000000001,12.195066812108887,4.554532321687324,28.34959913379621,40.0,56.17670379098354,9.307326510620165,20.649128939925134,True,True,BUS302 (100.0%),1
Genetic Algorithm,P052,Edward Wright,Lecturer,Geology,1,11.5,10.339964620316648,9.067218521202276,30.907183141518928,40.0,60.95869820567253,11.919171404263412,18.865232261357352,False,True,CS701 (100.0%),1
Genetic Algorithm,P053,Dorothy Ruiz,Associate Professor,Biochemistry,12,8.083333333333334,8.635803442486601,8.238609998023641,24.957746773843574,40.0,49.46698172023631,11.384552943846934,16.340866275304897,False,True,CS302 (50.0%),1
Genetic Algorithm,P054,Michelle Lewis,Associate Professor,Communication Studies,18,8.666666666666666,11.044856074089175,8.146082590275107,27.857605331030946,40.0,35.927688601931976,10.261966314056677,24.122527788221326,False,True,CS301 (50.0%),1
Genetic Algorithm,P055,Karen Adams,Professor,Chemistry,20,8.6,9.861773115908328,4.323904513076404,22.785677628984732,40.0,50.7807409896788,8.472828537940586,16.935554370401867,True,True,MATH502 (50.0%),1
Genetic Algorithm,P056,Emily Davis,Professor,Public Health,24,7.266666666666667,8.292420295439268,5.10070572576984,20.659792687875772,40.0,30.728329314451834,8.463343948248323,23.648102024372285,False,True,CS804 (50.0%),1
Genetic Algorithm,P057,Sandra Jones,Associate Professor,Philosophy,18,6.500000000000001,13.195611302311656,8.339447516329177,28.035058818640834,40.0,31.97645641908719,9.603265899137734,20.327455659283313,False,True,CS401 (33.3%),1
Genetic Algorithm,P058,Michelle Green,Professor,Electrical Engineering,24,14.466666666666667,15.079109459322769,7.263413574500984,36.80918970049042,40.0,58.45176823374567,8.543102982183202,24.74975027071071,True,True,CE201 (100.0%),1
Genetic Algorithm,P059,Lisa Wright,Lecturer,Biomedical Engineering,3,15.666666666666666,15.738765069548503,6.764352734919896,38.16978447113507,40.0,67.47859880717509,11.350456878422149,23.217237677734367,True,True,EE301 (100.0%),1
Genetic Algorithm,P060,William Ramirez,Professor,Medicine,25,8.266666666666666,8.591976480322327,8.216847602271281,25.075490749260275,40.0,43.90626219760879,9.330618947623924,18.827990024431827,False,True,CS501 (50.0%),1
Genetic Algorithm,P061,Larry Alvarez,Lecturer,Mechanical Engineering,3,19.0,8.2950213393843,3.1327237778243244,30.427745117208623,40.0,88.21488479376595,9.884878543233242,21.538315267791077,True,True,CE301 (100.0%),1
Genetic Algorithm,P062,Kenneth Ramirez,Professor,Political Science,22,6.666666666666667,15.381384315676428,2.43222091465359,24.480271896996687,40.0,35.761674996260304,8.83835901125287,18.641930690785088,False,True,CS201 (50.0%),1
Genetic Algorithm,P063,Lisa Murphy,Associate Professor,Medicine,12,5.611111111111112,10.366323425713919,7.18112158769081,23.15855612451584,40.0,35.27382307097134,9.919131805569997,15.907295049423736,False,True,MATH102 (33.3%),1
Genetic Algorithm,P064,Ronald Chavez,Associate Professor,Economics,12,6.833333333333333,11.361039784184698,7.901673951428201,26.09604706894623,40.0,44.912341998654284,8.756242634741948,15.214822984599827,False,True,MATH201 (50.0%),1
Genetic Algorithm,P065,Ryan Jackson,Associate Professor,Chemical Engineering,17,20.6,11.155388903287056,5.9237228821371675,37.679111785424226,40.0,97.94729688326646,10.046223370534246,21.031718746206003,True,True,CHE101 (100.0%),1
Genetic Algorithm,P066,Carol Moore,Assistant Professor,Environmental Science,10,10.066666666666666,12.236898639139325,9.490536157895724,31.794101463701715,40.0,49.986762783722014,11.065769750715194,20.138664930598058,False,True,ECON101 (100.0%),1
Genetic Algorithm,P067,Donna Bailey,Associate Professor,Biomedical Engineering,17,16.666666666666668,9.735984606493211,3.5323801615395425,29.93503143469942,40.0,93.53538817766454,11.606641166031892,17.818567914647865,True,True,CE101 (100.0%),1
Genetic Algorithm,P068,Jonathan King,Professor,Civil Engineering,20,7.583333333333333,12.985860949536184,8.08137155035241,28.650565833221926,40.0,35.09046963720083,10.079795651661518,21.610806044311055,False,True,CS202 (50.0%),1
Genetic Algorithm,P069,Donna Howard,Associate Professor,History,18,9.433333333333334,9.712640839061471,4.12124079749175,23.267214969886556,40.0,52.48554470749027,10.2940827727922,17.97320269020108,False,True,HIST101 (100.0%),1
Genetic Algorithm,P070,Jason Howard,Lecturer,Philosophy,4,5.555555555555556,12.567787035374664,6.001988228138414,24.125330819068637,40.0,34.279954805007215,10.65686854210441,16.206426137831624,False,True,MATH101 (33.3%),1
Genetic Algorithm,P071,Lisa Campbell,Professor,Public Health,21,10.666666666666666,9.088737785999525,5.2052947998091765,24.96069925247537,40.0,50.11833550040995,9.254887210601847,21.282962732430363,True,True,ENG201 (100.0%),1
Genetic Algorithm,P072,Mark Moore,Assistant Professor,Geology,9,10.333333333333334,12.036335982063884,5.047501403242787,27.417170718640005,40.0,41.70830982900904,10.685048084583917,24.775238737068833,False,True,CS806 (50.0%),1
Genetic Algorithm,P073,Carol Murphy,Assistant Professor,Mathematics & Statistics,7,6.083333333333333,14.906230750601424,8.412463703372719,29.402027787307475,40.0,34.11940689391577,11.192587883935422,17.829540097949717,False,True,MATH301 (50.0%),1
Genetic Algorithm,P074,Barbara Miller,Associate Professor,Physics & Astronomy,18,14.866666666666665,8.143321752896728,5.159470743935004,28.169459163498395,40.0,98.23975072540334,10.623203887853618,15.133045999090026,True,True,PHYS201 (100.0%),1
Genetic Algorithm,P075,Henry Anderson,Assistant Professor,Philosophy,6,9.733333333333334,12.97473902745298,4.259657722157093,26.967730082943408,40.0,43.27360105704013,10.66822580942183,22.49254301832556,False,True,PHIL101 (100.0%),1
Genetic Algorithm,P076,Karen Watson,Assistant Professor,Computer Science & Engineering,11,6.666666666666667,11.213206945773655,8.17898113514928,26.0588547475896,40.0,34.46958388993252,9.573065065121424,19.340722788979733,False,True,CS201 (50.0%),1
Genetic Algorithm,P077,Charles Mendoza,Lecturer,Electrical Engineering,3,15.666666666666666,8.49754938035528,9.108074374798733,33.27229042182068,40.0,79.27459743036967,9.784656348171016,19.762530715374975,True,True,CHE301 (100.0%),1
Genetic Algorithm,P078,Jason Kim,Professor,Biochemistry,25,8.666666666666666,11.80668553725712,9.174914241949562,29.64826644587335,40.0,53.488592566358705,11.744727239962202,16.202831764389156,False,True,CS301 (50.0%),1
Genetic Algorithm,P079,William Roberts,Lecturer,Sociology,2,6.866666666666667,9.291330441187792,6.272714290802573,22.43071139865703,40.0,43.738535070289984,8.358860415080336,15.699352197396632,False,True,CS402 (50.0%),1
Genetic Algorithm,P080,Edward Kim,Professor,Nursing,23,7.266666666666667,13.421875687416879,6.915652409370009,27.604194763453552,40.0,33.3229336180757,11.532407744345846,21.80680353642374,False,True,CS804 (50.0%),1
Genetic Algorithm,P081,Helen Ortiz,Professor,Computer Science & Engineering,21,6.500000000000001,12.071184054391749,4.843129719555795,23.414313773947544,40.0,32.80509885002715,10.483403546947963,19.813993031130956,False,True,CS401 (33.3%),1
Genetic Algorithm,P082,Steven Peterson,Professor,Sociology,23,10.966666666666667,8.523020155340031,3.155457966489977,22.645144788496673,40.0,45.23912271676301,11.179592466045651,24.24155467233022,False,True,SOC201 (100.0%),1
Genetic Algorithm,P083,Henry Johnson,Professor,Medicine,25,19.4,10.395793216338472,8.578470846809886,38.37426406314836,40.0,84.97113539385859,9.615244565779417,22.83128254092055,True,True,BIO101 (100.0%),1
Genetic Algorithm,P084,Karen Castillo,Assistant Professor,Electrical Engineering,6,14.466666666666667,12.829675589507303,9.51323403777562,36.80957629394959,40.0,69.3016643400135,10.009900084637762,20.874919533951047,True,True,ME201 (100.0%),1
Genetic Algorithm,P085,Joseph Mendoza,Professor,Sociology,22,10.333333333333334,12.258390439520268,5.536465149923703,28.128188922777305,40.0,66.76332175875068,10.539161646709198,15.477560224868444,False,True,CS806 (50.0%),1
Genetic Algorithm,P086,Jonathan Wright,Assistant Professor,Physics & Astronomy,10,20.333333333333332,9.616094300250444,5.005983543657382,34.95541117724115,40.0,94.9251358701688,8.952255872589621,21.42038896962305,True,True,PHYS101 (100.0%),1
Genetic Algorithm,P087,Jerry Chavez,Associate Professor,History,16,5.555555555555556,10.462486603322548,9.90017650057727,25.918218659455373,40.0,35.35790529643078,11.539998323882427,15.712343559323816,False,True,MATH101 (33.3%),1
Genetic Algorithm,P088,Emily Anderson,Assistant Professor,Biochemistry,10,5.611111111111112,8.685656510456116,2.997452633187902,17.29422025475513,40.0,35.870650454762476,8.118666606713724,15.642624373894328,False,True,MATH102 (33.3%),1
Genetic Algorithm,P089,Sharon Parker,Professor,Biology,25,7.583333333333333,15.553679028734273,7.599272018041122,30.736284380108728,40.0,47.234360395854125,11.973445883863125,16.054696771122025,False,True,CS202 (50.0%),1
Genetic Algorithm,P090,Charles Collins,Professor,Nursing,24,8.233333333333334,11.13446291083704,9.875116337240469,29.24291258141084,40.0,38.130518225555704,11.394072984432972,21.592503109006312,False,True,MATH501 (50.0%),1
Genetic Algorithm,P091,James Castillo,Associate Professor,Pharmacy,13,8.6,12.448481310454776,6.2913343181296915,27.339815628584468,40.0,37.19407454153908,9.954253049610008,23.121962586796855,False,True,CS802 (100.0%),1
Genetic Algorithm,P092,Alexander King,Professor,Environmental Science,25,7.166666666666666,10.186024018903353,8.950842964535795,26.303533650105813,40.0,41.527465907318565,8.039453330574837,17.25765468728891,False,True,CS702 (100.0%),1
Genetic Algorithm,P093,Nicholas Thompson,Assistant Professor,Communication Studies,6,6.833333333333333,13.396177347313484,9.055444524509335,29.28495520515615,40.0,33.76959672709437,8.90027431174559,20.235164158329265,False,True,MATH201 (50.0%),1
Genetic Algorithm,P094,Nicholas Wilson,Professor,Computer Science & Engineering,25,8.6,13.475501313001208,2.416318695444483,24.491820008445693,40.0,36.91247317536579,9.71866020490046,23.29835760162331,False,True,MATH502 (50.0%),1
Genetic Algorithm,P095,Deborah Watson,Professor,Biology,25,5.711111111111111,9.61599293551192,7.766155728916666,23.093259775539696,40.0,36.993587417409884,8.766826910323278,15.438111061441298,False,True,CS805 (33.3%),1
Genetic Algorithm,P096,Joshua Brooks,Professor,Nursing,21,10.4,13.074444329997403,6.407022428879678,29.88146675887708,40.0,44.8885915510965,8.882556150086613,23.16847029642648,True,True,ENG101 (100.0%),1
Genetic Algorithm,P097,Nicholas Cox,Lecturer,Biochemistry,3,10.366666666666665,15.1646919276325,6.836051055854735,32.3674096501539,40.0,61.777401426511815,10.121922562564732,16.780677767740816,True,True,BUS301 (100.0%),1
Genetic Algorithm,P098,Betty Martin,Associate Professor,Biochemistry,12,13.933333333333335,9.130219941079217,3.960366432491856,27.023919706904408,40.0,92.12257034699111,11.324271971395948,15.1247770018267,True,True,CS801 (100.0%),1
Genetic Algorithm,P099,Deborah Lee,Associate Professor,Communication Studies,16,10.666666666666666,12.690865628052492,8.816216769063967,32.17374906378312,40.0,59.58634256529942,8.606151243519008,17.901193809600397,True,True,ECON201 (100.0%),1
Genetic Algorithm,P100,Sharon Ortiz,Assistant Professor,English Literature,6,8.266666666666666,13.854224986335534,9.339682815047986,31.460574468050186,40.0,34.1246573220776,11.072866601738763,24.224907487403215,False,True,CS501 (50.0%),1
