Algorithm,Professor_ID,Professor_Name,Title,Department,Years_Experience,Teaching_Hours,Research_Hours,Admin_Hours,Total_Hours,Contracted_Hours,Load_Percentage,Min_Teaching_Required,Max_Teaching_Allowed,Meets_Minimum,Within_Limits,Assigned_Courses,Num_Courses
Simulated Annealing,P017,Michelle Smith,Associate Professor,Public Health,14,14.533333333333333,12.022910291595,8.945693019355108,35.50193664428345,40.0,62.33761106467532,10.072408531696066,23.313908064675413,True,True,CS804 (100.0%),1
Simulated Annealing,P018,Carol Lee,Lecturer,Geology,4,20.0,11.447422154780325,9.059645847348744,40.507068002129074,40.0,89.78643143422438,11.055427056647956,22.27508063359392,True,True,BME301 (100.0%),1
Simulated Annealing,P019,Betty Diaz,Professor,Psychology,20,9.466666666666667,11.87344081355716,9.658699169547509,30.99880664977134,40.0,53.213224462645634,9.193996644761176,17.790063959217566,True,True,PSYCH101 (100.0%),1
Simulated Annealing,P020,Emily Scott,Professor,Psychology,23,20.6,9.48959255302454,7.892943163938056,37.982535716962595,40.0,89.92618640427884,10.271124889683758,22.907676644252557,True,True,PHYS102 (100.0%),1
Simulated Annealing,P021,Karen Ramirez,Assistant Professor,Political Science,6,12.2,14.151776500667863,8.126621463389693,34.47839796405755,40.0,49.226631761811745,10.583523272388652,24.78333284924101,True,True,BUS402 (100.0%),1
Simulated Annealing,P022,Carol Baker,Assistant Professor,History,8,0.0,10.039965164860291,4.6421039489928395,14.682069113853132,40.0,0.0,9.799147303316992,15.790704333948051,False,True,,0
Simulated Annealing,P023,Susan Lopez,Lecturer,Biochemistry,1,11.233333333333333,12.25769988010189,5.290708065739332,28.781741279174554,40.0,74.06302944726694,10.888770886502884,15.1672614760263,True,True,BUS502 (100.0%),1
Simulated Annealing,P024,Edward Gonzalez,Lecturer,Philosophy,3,0.0,14.17733923307752,4.36303584564061,18.540375078718128,40.0,0.0,8.294026734889686,17.464497813068967,False,True,,0
Simulated Annealing,P025,Kimberly Hall,Assistant Professor,Pharmacy,8,0.0,10.021453479448732,3.2331458756468523,13.254599355095586,40.0,0.0,9.507963272153292,19.231279551169035,False,True,,0
Simulated Annealing,P026,Kimberly King,Lecturer,Sociology,4,9.433333333333334,10.098827163618889,8.901092379658458,28.43325287661068,40.0,46.52198776465622,10.556434342664602,20.277150196277827,False,True,SOC101 (100.0%),1
Simulated Annealing,P027,Michelle Garcia,Professor,Chemical Engineering,20,18.166666666666668,12.310148368381103,4.589228926837453,35.06604396188523,40.0,82.42388176683913,9.157332973859774,22.040537617551884,True,True,EE201 (100.0%),1
Simulated Annealing,P028,Sandra Collins,Professor,Geology,23,20.333333333333332,10.748593200272861,2.9647502892109694,34.04667682281716,40.0,86.14577056681792,10.776124004488445,23.603402929180408,True,True,CHEM101 (100.0%),1
Simulated Annealing,P029,Jonathan Thomas,Assistant Professor,Electrical Engineering,10,14.466666666666667,13.589407052843931,7.839667019452332,35.89574073896293,40.0,61.65294372985222,8.231623776092523,23.464681151407763,True,True,BME101 (100.0%),1
Simulated Annealing,P030,Edward Hernandez,Professor,Computer Science & Engineering,21,24.4,14.716592055169393,9.0175889140126,48.13418096918199,40.0,99.55159911023749,8.00584816214231,24.509902621434435,True,True,CS402 (100.0%); ENG201 (100.0%),2
Simulated Annealing,P031,Stephen Nguyen,Assistant Professor,Environmental Science,11,14.933333333333334,8.980221274059792,9.538245288192922,33.45179989558605,40.0,96.30446444400911,11.696526902135735,15.506377009152562,True,True,CS602 (100.0%),1
Simulated Annealing,P032,Adam Watson,Associate Professor,Pharmacy,19,0.0,13.637570733858592,3.1332213148097097,16.7707920486683,40.0,0.0,10.105179514308857,16.10920591998703,False,True,,0
Simulated Annealing,P033,Deborah Campbell,Assistant Professor,History,6,10.366666666666665,8.428445941284764,4.64875663551989,23.44386924347132,40.0,41.89570515419477,9.637119463002584,24.743984206764715,True,True,HIST201 (100.0%),1
Simulated Annealing,P034,Laura Harris,Associate Professor,Computer Science & Engineering,14,12.166666666666666,9.197138556730732,6.532751416440852,27.896556639838252,40.0,58.41840169714888,11.859326658834515,20.826770868776546,True,True,MATH301 (100.0%),1
Simulated Annealing,P035,Patrick Rodriguez,Associate Professor,Biomedical Engineering,17,20.6,8.160418859996195,8.242429314085147,37.00284817408134,40.0,90.84603877039793,8.035591944280183,22.675727284118512,True,True,CHE101 (100.0%),1
Simulated Annealing,P036,Jennifer James,Associate Professor,Chemistry,17,0.0,8.958527497500043,7.445582114557577,16.40410961205762,40.0,0.0,9.652429016055525,20.298385046299977,False,True,,0
Simulated Annealing,P037,Sandra Nguyen,Associate Professor,Geology,14,11.5,13.293316608725776,7.299863727111174,32.09318033583695,40.0,64.9725901998622,10.422537347696016,17.69977149537189,True,True,CS701 (100.0%),1
Simulated Annealing,P038,David Robinson,Professor,Mathematics & Statistics,23,0.0,14.946658174868158,6.198543296309037,21.145201471177195,40.0,0.0,10.895094173103937,22.436238123226836,False,True,,0
Simulated Annealing,P039,Henry Gonzalez,Associate Professor,Mathematics & Statistics,16,19.666666666666664,8.034701021335383,7.889711442504621,35.59107913050667,40.0,95.78421233845313,9.73124151941586,20.532263289042433,True,True,MATH401 (100.0%); MATH703 (100.0%),2
Simulated Annealing,P040,Edward Scott,Professor,Biology,20,18.0,14.950799690540128,8.883557907945995,41.83435759848612,40.0,92.63720265203828,8.90219399069209,19.430638539044818,True,True,CHEM201 (100.0%),1
Simulated Annealing,P041,Ryan Brooks,Associate Professor,Geology,18,0.0,14.629989367886953,9.02909785367393,23.65908722156088,40.0,0.0,9.74095105071548,22.41375034862807,False,True,,0
Simulated Annealing,P042,Adam Campbell,Assistant Professor,Economics,11,0.0,11.8868898421911,4.626768625756647,16.513658467947746,40.0,0.0,10.773832517390549,21.594222508793735,False,True,,0
Simulated Annealing,P043,Charles Mitchell,Associate Professor,Philosophy,19,0.0,13.2266923724548,8.683752541413156,21.910444913867956,40.0,0.0,9.505315124174182,20.16662897553939,False,True,,0
Simulated Annealing,P044,Kimberly Clark,Professor,Mathematics & Statistics,25,21.333333333333332,11.04989196959244,6.712384689129652,39.09560999205542,40.0,95.17886159638037,11.046156908189968,22.41394042282245,True,True,MATH302 (100.0%); MATH701 (100.0%),2
Simulated Annealing,P045,Nancy Wright,Associate Professor,Computer Science & Engineering,12,16.066666666666666,13.357296371170468,5.243607734804163,34.6675707726413,40.0,94.49255163133857,8.061466089991496,17.003103831242225,True,True,CS502 (100.0%),1
Simulated Annealing,P046,Betty Mendoza,Assistant Professor,Public Health,8,11.600000000000001,14.001355086366248,3.025967601188908,28.627322687555157,40.0,57.26315366283248,9.692703469941618,20.257354438250506,True,True,BUS302 (100.0%),1
Simulated Annealing,P047,Frank Martinez,Lecturer,History,3,9.433333333333334,9.29599591157588,3.825743515102986,22.555072760012198,40.0,51.92055866401859,9.16542541117768,18.16878241695561,True,True,HIST101 (100.0%),1
Simulated Annealing,P048,Kimberly Brooks,Associate Professor,Philosophy,14,0.0,13.002584114048588,6.132880494865077,19.135464608913665,40.0,0.0,10.452864879595486,22.99959070309657,False,True,,0
Simulated Annealing,P049,Nancy Morgan,Lecturer,Geology,2,9.733333333333334,10.844141402517252,3.231347483475693,23.80882221932628,40.0,47.79786105932281,8.429566625530345,20.363533257802295,True,True,BUS201 (100.0%),1
Simulated Annealing,P050,Sandra Young,Associate Professor,Chemical Engineering,18,19.0,11.082648705807948,3.544955582987786,33.62760428879574,40.0,88.09034675417831,10.280110675851256,21.56876513725244,True,True,CE301 (100.0%),1
Simulated Annealing,P051,Charles Reyes,Assistant Professor,Biochemistry,10,16.833333333333332,12.195066812108887,4.554532321687324,33.582932467129545,40.0,81.52079142082378,9.307326510620165,20.649128939925134,True,True,MATH102 (100.0%),1
Simulated Annealing,P052,Edward Wright,Lecturer,Geology,1,10.666666666666666,10.339964620316648,9.067218521202276,30.073849808185592,40.0,56.541401234246976,11.919171404263412,18.865232261357352,False,True,ECON201 (100.0%),1
Simulated Annealing,P053,Dorothy Ruiz,Associate Professor,Biochemistry,12,0.0,8.635803442486601,8.238609998023641,16.874413440510242,40.0,0.0,11.384552943846934,16.340866275304897,False,True,,0
Simulated Annealing,P054,Michelle Lewis,Associate Professor,Communication Studies,18,17.333333333333332,11.044856074089175,8.146082590275107,36.52427199769761,40.0,71.85537720386395,10.261966314056677,24.122527788221326,True,True,CS301 (100.0%),1
Simulated Annealing,P055,Karen Adams,Professor,Chemistry,20,0.0,9.861773115908328,4.323904513076404,14.185677628984731,40.0,0.0,8.472828537940586,16.935554370401867,False,True,,0
Simulated Annealing,P056,Emily Davis,Professor,Public Health,24,10.066666666666666,8.292420295439268,5.10070572576984,23.459792687875776,40.0,42.56860299524979,8.463343948248323,23.648102024372285,True,True,ECON101 (100.0%),1
Simulated Annealing,P057,Sandra Jones,Associate Professor,Philosophy,18,0.0,13.195611302311656,8.339447516329177,21.535058818640834,40.0,0.0,9.603265899137734,20.327455659283313,False,True,,0
Simulated Annealing,P058,Michelle Green,Professor,Electrical Engineering,24,18.5,15.079109459322769,7.263413574500984,40.84252303382375,40.0,74.74822896250886,8.543102982183202,24.74975027071071,True,True,CHE201 (100.0%),1
Simulated Annealing,P059,Lisa Wright,Lecturer,Biomedical Engineering,3,20.6,15.738765069548503,6.764352734919896,43.1031178044684,40.0,88.72717885709405,11.350456878422149,23.217237677734367,True,True,EE101 (100.0%),1
Simulated Annealing,P060,William Ramirez,Professor,Medicine,25,17.166666666666668,8.591976480322327,8.216847602271281,33.975490749260274,40.0,91.1763106119699,9.330618947623924,18.827990024431827,True,True,BIO201 (100.0%),1
Simulated Annealing,P061,Larry Alvarez,Lecturer,Mechanical Engineering,3,15.666666666666666,8.2950213393843,3.1327237778243244,27.09441178387529,40.0,72.73858921591227,9.884878543233242,21.538315267791077,True,True,CHE301 (100.0%),1
Simulated Annealing,P062,Kenneth Ramirez,Professor,Political Science,22,10.4,15.381384315676428,2.43222091465359,28.213605230330018,40.0,55.788212994166074,8.83835901125287,18.641930690785088,True,True,ENG101 (100.0%),1
Simulated Annealing,P063,Lisa Murphy,Associate Professor,Medicine,12,0.0,10.366323425713919,7.18112158769081,17.54744501340473,40.0,0.0,9.919131805569997,15.907295049423736,False,True,,0
Simulated Annealing,P064,Ronald Chavez,Associate Professor,Economics,12,14.866666666666665,11.361039784184698,7.901673951428201,34.129380402279565,40.0,97.71172942146248,8.756242634741948,15.214822984599827,True,True,BUS401 (100.0%),1
Simulated Annealing,P065,Ryan Jackson,Associate Professor,Chemical Engineering,17,20.0,11.155388903287056,5.9237228821371675,37.079111785424224,40.0,95.09446299346259,10.046223370534246,21.031718746206003,True,True,ME101 (100.0%),1
Simulated Annealing,P066,Carol Moore,Assistant Professor,Environmental Science,10,0.0,12.236898639139325,9.490536157895724,21.72743479703505,40.0,0.0,11.065769750715194,20.138664930598058,False,True,,0
Simulated Annealing,P067,Donna Bailey,Associate Professor,Biomedical Engineering,17,14.466666666666667,9.735984606493211,3.5323801615395425,27.735031434699422,40.0,81.18871693821282,11.606641166031892,17.818567914647865,True,True,ME201 (100.0%),1
Simulated Annealing,P068,Jonathan King,Professor,Civil Engineering,20,14.466666666666667,12.985860949536184,8.08137155035241,35.53389916655526,40.0,66.9418190001985,10.079795651661518,21.610806044311055,True,True,CE201 (100.0%),1
Simulated Annealing,P069,Donna Howard,Associate Professor,History,18,0.0,9.712640839061471,4.12124079749175,13.833881636553222,40.0,0.0,10.2940827727922,17.97320269020108,False,True,,0
Simulated Annealing,P070,Jason Howard,Lecturer,Philosophy,4,0.0,12.567787035374664,6.001988228138414,18.56977526351308,40.0,0.0,10.65686854210441,16.206426137831624,False,True,,0
Simulated Annealing,P071,Lisa Campbell,Professor,Public Health,21,14.8,9.088737785999525,5.2052947998091765,29.0940325858087,40.0,69.53919050681881,9.254887210601847,21.282962732430363,True,True,MATH202 (100.0%),1
Simulated Annealing,P072,Mark Moore,Assistant Professor,Geology,9,20.666666666666668,12.036335982063884,5.047501403242787,37.75050405197334,40.0,83.41661965801808,10.685048084583917,24.775238737068833,True,True,CS806 (100.0%),1
Simulated Annealing,P073,Carol Murphy,Assistant Professor,Mathematics & Statistics,7,17.2,14.906230750601424,8.412463703372719,40.51869445397415,40.0,96.46911757403035,11.192587883935422,17.829540097949717,True,True,MATH502 (100.0%),1
Simulated Annealing,P074,Barbara Miller,Associate Professor,Physics & Astronomy,18,14.866666666666665,8.143321752896728,5.159470743935004,28.169459163498395,40.0,98.23975072540334,10.623203887853618,15.133045999090026,True,True,PHYS201 (100.0%),1
Simulated Annealing,P075,Henry Anderson,Assistant Professor,Philosophy,6,9.733333333333334,12.97473902745298,4.259657722157093,26.967730082943408,40.0,43.27360105704013,10.66822580942183,22.49254301832556,False,True,PHIL101 (100.0%),1
Simulated Annealing,P076,Karen Watson,Assistant Professor,Computer Science & Engineering,11,13.333333333333334,11.213206945773655,8.17898113514928,32.72552141425627,40.0,68.93916777986504,9.573065065121424,19.340722788979733,True,True,CS201 (100.0%),1
Simulated Annealing,P077,Charles Mendoza,Lecturer,Electrical Engineering,3,19.0,8.49754938035528,9.108074374798733,36.605623755154014,40.0,96.14153305385258,9.784656348171016,19.762530715374975,True,True,ME301 (100.0%),1
Simulated Annealing,P078,Jason Kim,Professor,Biochemistry,25,0.0,11.80668553725712,9.174914241949562,20.981599779206682,40.0,0.0,11.744727239962202,16.202831764389156,False,True,,0
Simulated Annealing,P079,William Roberts,Lecturer,Sociology,2,0.0,9.291330441187792,6.272714290802573,15.564044731990364,40.0,0.0,8.358860415080336,15.699352197396632,False,True,,0
Simulated Annealing,P080,Edward Kim,Professor,Nursing,23,13.933333333333335,13.421875687416879,6.915652409370009,34.27086143012023,40.0,63.89443235025525,11.532407744345846,21.80680353642374,True,True,CS801 (100.0%),1
Simulated Annealing,P081,Helen Ortiz,Professor,Computer Science & Engineering,21,19.5,12.071184054391749,4.843129719555795,36.41431377394755,40.0,98.41529655008145,10.483403546947963,19.813993031130956,True,True,CS401 (100.0%),1
Simulated Annealing,P082,Steven Peterson,Professor,Sociology,23,0.0,8.523020155340031,3.155457966489977,11.678478121830008,40.0,0.0,11.179592466045651,24.24155467233022,False,True,,0
Simulated Annealing,P083,Henry Johnson,Professor,Medicine,25,19.4,10.395793216338472,8.578470846809886,38.37426406314836,40.0,84.97113539385859,9.615244565779417,22.83128254092055,True,True,BIO101 (100.0%),1
Simulated Annealing,P084,Karen Castillo,Assistant Professor,Electrical Engineering,6,16.666666666666668,12.829675589507303,9.51323403777562,39.00957629394959,40.0,79.84062711983123,10.009900084637762,20.874919533951047,True,True,CE101 (100.0%),1
Simulated Annealing,P085,Joseph Mendoza,Professor,Sociology,22,10.966666666666667,12.258390439520268,5.536465149923703,28.761522256110638,40.0,70.8552672858999,10.539161646709198,15.477560224868444,True,True,SOC201 (100.0%),1
Simulated Annealing,P086,Jonathan Wright,Assistant Professor,Physics & Astronomy,10,20.333333333333332,9.616094300250444,5.005983543657382,34.95541117724115,40.0,94.9251358701688,8.952255872589621,21.42038896962305,True,True,PHYS101 (100.0%),1
Simulated Annealing,P087,Jerry Chavez,Associate Professor,History,16,0.0,10.462486603322548,9.90017650057727,20.36266310389982,40.0,0.0,11.539998323882427,15.712343559323816,False,True,,0
Simulated Annealing,P088,Emily Anderson,Assistant Professor,Biochemistry,10,0.0,8.685656510456116,2.997452633187902,11.683109143644018,40.0,0.0,8.118666606713724,15.642624373894328,False,True,,0
Simulated Annealing,P089,Sharon Parker,Professor,Biology,25,0.0,15.553679028734273,7.599272018041122,23.152951046775396,40.0,0.0,11.973445883863125,16.054696771122025,False,True,,0
Simulated Annealing,P090,Charles Collins,Professor,Nursing,24,0.0,11.13446291083704,9.875116337240469,21.009579248077507,40.0,0.0,11.394072984432972,21.592503109006312,False,True,,0
Simulated Annealing,P091,James Castillo,Associate Professor,Pharmacy,13,13.666666666666666,12.448481310454776,6.2913343181296915,32.40648229525113,40.0,59.1068626435311,9.954253049610008,23.121962586796855,True,True,MATH201 (100.0%),1
Simulated Annealing,P092,Alexander King,Professor,Environmental Science,25,16.666666666666668,10.186024018903353,8.950842964535795,35.80353365010582,40.0,96.57550211004319,8.039453330574837,17.25765468728891,True,True,MATH101 (100.0%),1
Simulated Annealing,P093,Nicholas Thompson,Assistant Professor,Communication Studies,6,0.0,13.396177347313484,9.055444524509335,22.45162187182282,40.0,0.0,8.90027431174559,20.235164158329265,False,True,,0
Simulated Annealing,P094,Nicholas Wilson,Professor,Computer Science & Engineering,25,15.666666666666666,13.475501313001208,2.416318695444483,31.558486675112356,40.0,67.24365268380589,9.71866020490046,23.29835760162331,True,True,CS102 (100.0%),1
Simulated Annealing,P095,Deborah Watson,Professor,Biology,25,0.0,9.61599293551192,7.766155728916666,17.382148664428588,40.0,0.0,8.766826910323278,15.438111061441298,False,True,,0
Simulated Annealing,P096,Joshua Brooks,Professor,Nursing,21,7.166666666666666,13.074444329997403,6.407022428879678,26.648133425543747,40.0,30.932843536813294,8.882556150086613,23.16847029642648,False,True,CS702 (100.0%),1
Simulated Annealing,P097,Nicholas Cox,Lecturer,Biochemistry,3,16.53333333333333,15.1646919276325,6.836051055854735,38.53407631682057,40.0,98.5260164229899,10.121922562564732,16.780677767740816,True,True,CS501 (100.0%),1
Simulated Annealing,P098,Betty Martin,Associate Professor,Biochemistry,12,8.6,9.130219941079217,3.960366432491856,21.690586373571072,40.0,56.86034246297537,11.324271971395948,15.1247770018267,False,True,CS802 (100.0%),1
Simulated Annealing,P099,Deborah Lee,Associate Professor,Communication Studies,16,14.5,12.690865628052492,8.816216769063967,36.00708239711646,40.0,81.0001844247039,8.606151243519008,17.901193809600397,True,True,CS101 (100.0%),1
Simulated Annealing,P100,Sharon Ortiz,Assistant Professor,English Literature,6,20.0,13.854224986335534,9.339682815047986,43.193907801383524,40.0,82.55965481147808,11.072866601738763,24.224907487403215,True,True,CS803 (100.0%); BUS202 (100.0%),2
