id,name,title,department,expertise,primary_expertise,years_experience,research_allocation,admin_load,max_teaching_load,min_teaching_load,teaching_quality,availability
P066,Carol Moore,Assistant Professor,Environmental Science,Computer Science,Computer Science,10,0.30592246597848316,9.490536157895725,20.138664930598054,11.065769750715194,0.7549742492244155,Fall;Spring
P067,Donna Bailey,Associate Professor,Biomedical Engineering,Biomedical Engineering;Biology,Biomedical Engineering,17,0.24339961516233033,3.5323801615395425,17.818567914647865,11.606641166031892,0.8611379467047652,Fall;Spring
P068,Jonathan King,Professor,Civil Engineering,Physics;Civil Engineering,Civil Engineering,20,0.3246465237384046,8.08137155035241,21.610806044311058,10.079795651661518,0.8476562540070669,Fall;Spring
P069,Donna Howard,Associate Professor,History,History,History,18,0.24281602097653682,4.12124079749175,17.97320269020108,10.294082772792201,0.9413809058648779,Fall;Spring
P070,Jason Howard,Lecturer,Philosophy,Philosophy,Philosophy,4,0.31419467588436667,6.001988228138414,16.206426137831624,10.65686854210441,0.8741259223587986,Fall;Spring
P071,Lisa Campbell,Professor,Public Health,Public Health,Public Health,21,0.2272184446499881,5.2052947998091765,21.282962732430363,9.254887210601847,0.7246696154270206,Fall;Spring
P072,Mark Moore,Assistant Professor,Geology,Computer Science,Computer Science,9,0.3009083995515971,5.047501403242787,24.775238737068833,10.685048084583915,0.7396714761139254,Fall;Spring
P073,Carol Murphy,Assistant Professor,Mathematics & Statistics,Mathematical Modeling;Numerical Analysis;Calculus;Probability Theory,Numerical Analysis,7,0.37265576876503564,8.412463703372719,17.829540097949717,11.192587883935422,0.9231399977297874,Fall;Spring
P074,Barbara Miller,Associate Professor,Physics & Astronomy,Quantum Physics;Applied Physics;Physics,Applied Physics,18,0.20358304382241826,5.159470743935004,15.133045999090026,10.623203887853618,0.8380489051903923,Fall;Spring
P075,Henry Anderson,Assistant Professor,Philosophy,Philosophy,Philosophy,6,0.32436847568632454,4.259657722157093,22.49254301832556,10.66822580942183,0.7387289662062178,Fall;Spring
P076,Karen Watson,Assistant Professor,Computer Science & Engineering,Algorithms;Computer Networks;Software Engineering;Operating Systems,Software Engineering,11,0.28033017364434143,8.17898113514928,19.340722788979733,9.573065065121423,0.7111281201098326,Fall;Spring
P077,Charles Mendoza,Lecturer,Electrical Engineering,Physics;Electrical Engineering,Physics,3,0.21243873450888207,9.108074374798733,19.762530715374975,9.784656348171016,0.8107882648933435,Fall;Spring
P078,Jason Kim,Professor,Biochemistry,Computer Science,Computer Science,25,0.29516713843142806,9.174914241949562,16.202831764389156,11.744727239962202,0.753923020427771,Fall;Spring
P079,William Roberts,Lecturer,Sociology,Sociology,Sociology,2,0.23228326102969488,6.272714290802573,15.699352197396632,8.358860415080336,0.9095287929243825,Fall;Spring
P080,Edward Kim,Professor,Nursing,Nursing,Nursing,23,0.33554689218542205,6.915652409370009,21.80680353642374,11.532407744345846,0.7005864894491963,Fall;Spring
P081,Helen Ortiz,Professor,Computer Science & Engineering,Computer Graphics;Software Engineering;Cybersecurity;Artificial Intelligence,Software Engineering,21,0.3017796013597937,4.843129719555795,19.813993031130956,10.483403546947965,0.7557770220409761,Fall;Spring
P082,Steven Peterson,Professor,Sociology,Sociology,Sociology,23,0.21307550388350088,3.155457966489977,24.24155467233022,11.179592466045651,0.7575043876451731,Fall;Spring
P083,Henry Johnson,Professor,Medicine,Medicine;Biology,Medicine,25,0.2598948304084618,8.578470846809886,22.83128254092055,9.615244565779417,0.8217275451612353,Fall;Spring
P084,Karen Castillo,Assistant Professor,Electrical Engineering,Physics;Electrical Engineering,Electrical Engineering,6,0.32074188973768264,9.51323403777562,20.874919533951047,10.009900084637762,0.9054507787353316,Fall;Spring
P085,Joseph Mendoza,Professor,Sociology,Sociology,Sociology,22,0.30645976098800676,5.536465149923703,15.477560224868443,10.539161646709198,0.856862339320061,Fall;Spring
P086,Jonathan Wright,Assistant Professor,Physics & Astronomy,Physics;Applied Physics,Applied Physics,10,0.24040235750626116,5.005983543657382,21.42038896962305,8.952255872589621,0.91759252681898,Fall;Spring
P087,Jerry Chavez,Associate Professor,History,History,History,16,0.26156216508306374,9.90017650057727,15.712343559323816,11.539998323882427,0.997741740766771,Fall;Spring
P088,Emily Anderson,Assistant Professor,Biochemistry,Computer Science,Computer Science,10,0.21714141276140295,2.997452633187902,15.642624373894327,8.118666606713724,0.7704340386641706,Fall;Spring
P089,Sharon Parker,Professor,Biology,Biology;Biochemistry,Biology,25,0.3888419757183568,7.599272018041122,16.054696771122025,11.973445883863125,0.7087665345376027,Fall;Spring
P090,Charles Collins,Professor,Nursing,Nursing,Nursing,24,0.27836157277092605,9.875116337240467,21.592503109006312,11.394072984432972,0.9973189644997548,Fall;Spring;Summer
P091,James Castillo,Associate Professor,Pharmacy,Pharmacy;Chemistry,Pharmacy,13,0.31121203276136944,6.2913343181296915,23.121962586796855,9.954253049610008,0.8556703347797928,Fall;Spring;Summer
P092,Alexander King,Professor,Environmental Science,Computer Science,Computer Science,25,0.2546506004725838,8.950842964535795,17.25765468728891,8.039453330574837,0.8131467945415196,Fall;Spring
P093,Nicholas Thompson,Assistant Professor,Communication Studies,Communication,Communication,6,0.3349044336828371,9.055444524509337,20.235164158329262,8.90027431174559,0.7225367122152095,Fall;Spring
P094,Nicholas Wilson,Professor,Computer Science & Engineering,Computer Engineering;Deep Learning,Computer Engineering,25,0.33688753282503026,2.416318695444483,23.29835760162331,9.71866020490046,0.8791260467561295,Fall;Spring;Summer
P095,Deborah Watson,Professor,Biology,Biochemistry;Biology,Biology,25,0.240399823387798,7.766155728916666,15.438111061441298,8.766826910323278,0.865148704599447,Fall;Spring
P096,Joshua Brooks,Professor,Nursing,Nursing,Nursing,21,0.3268611082499351,6.407022428879678,23.16847029642648,8.882556150086613,0.7806380507437556,Fall;Spring
P097,Nicholas Cox,Lecturer,Biochemistry,Computer Science,Computer Science,3,0.3791172981908125,6.836051055854735,16.780677767740816,10.121922562564732,0.8798834454596761,Fall;Spring;Summer
P098,Betty Martin,Associate Professor,Biochemistry,Computer Science,Computer Science,12,0.22825549852698043,3.960366432491856,15.124777001826699,11.324271971395948,0.8249484609433648,Fall;Spring
P099,Deborah Lee,Associate Professor,Communication Studies,Communication,Communication,16,0.31727164070131236,8.816216769063967,17.901193809600397,8.606151243519008,0.8389318669112462,Fall;Spring;Summer
P100,Sharon Ortiz,Assistant Professor,English Literature,Linguistics;English Literature,Linguistics,6,0.34635562465838843,9.339682815047986,24.224907487403218,11.072866601738763,0.759841299954475,Fall;Spring
